Utterance,Interval,Call_ID,Sentiment_Score,Sentiment,BU,Intent_Cluster,Agent_Name
[],30,100062,,,Accounts_and_Billing,Billing,Alice Walker
[],40,100062,,,Accounts_and_Billing,Billing,Alice Walker
"Yeah, my account number is 123456.
Customer",50,100062,0.006155298895824196,Positive,Accounts_and_Billing,Billing,Alice Walker
[],60,100062,,,Accounts_and_Billing,Billing,Alice Walker
"Yeah, the amount seems way higher than what I'm used to paying. I'm not sure why it's so much more this month.
Customer",70,100062,-0.8879995655568022,Negative,Accounts_and_Billing,Billing,Alice Walker
[],80,100062,,,Accounts_and_Billing,Billing,Alice Walker
[],90,100062,,,Accounts_and_Billing,Billing,Alice Walker
"Oh, I didn't realize that. Yeah, we did get that installed. But I thought it was supposed to be a one-time fee, not an ongoing charge.
Customer",100,100062,-0.6284734902779664,Negative,Accounts_and_Billing,Billing,Alice Walker
[],110,100062,,,Accounts_and_Billing,Billing,Alice Walker
[],120,100062,,,Accounts_and_Billing,Billing,Alice Walker
[],130,100062,,,Accounts_and_Billing,Billing,Alice Walker
"Okay, thanks. I appreciate your help.
Customer",140,100062,0.9751857973332017,Positive,Accounts_and_Billing,Billing,Alice Walker
[],150,100062,,,Accounts_and_Billing,Billing,Alice Walker
"No, that's all. Thank you again for your help, John.
Customer",160,100062,0.8703766602800611,Positive,Accounts_and_Billing,Billing,Alice Walker
[],170,100062,,,Accounts_and_Billing,Billing,Alice Walker
[],180,100062,,,Accounts_and_Billing,Billing,Alice Walker
"good afternoon
Customer",0,100063,0.9365030848671186,Positive,Accounts_and_Billing,Installation,Alice Walker
[],10,100063,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, I'm having some issues with my installation. The alarm keeps going off randomly, and I'm not sure why.
Customer",20,100063,-0.941014895882948,Negative,Accounts_and_Billing,Installation,Alice Walker
[],30,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],40,100063,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, my name is Sarah Johnson, and my account number is #123456.
Customer",50,100063,0.002457395217320496,Positive,Accounts_and_Billing,Installation,Alice Walker
[],60,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],70,100063,,,Accounts_and_Billing,Installation,Alice Walker
"It started about a week ago. I didn't notice anything unusual before that, but now it's happening almost daily.
Customer",80,100063,-0.1602362829448838,Negative,Accounts_and_Billing,Installation,Alice Walker
[],90,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],100,100063,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, tomorrow would be fine.
Customer",110,100063,0.9059218352299283,Positive,Accounts_and_Billing,Installation,Alice Walker
[],120,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],130,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],140,100063,,,Accounts_and_Billing,Installation,Alice Walker
[],150,100063,,,Accounts_and_Billing,Installation,Alice Walker
"Good afternoon. I'm calling to cancel my ADT security service.
Customer",0,100064,-0.7569299855509286,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],10,100064,,,Accounts_and_Billing,Account Services,Alice Walker
"My account number is 123456.
Customer",20,100064,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],30,100064,,,Accounts_and_Billing,Account Services,Alice Walker
"Honestly, I'm not satisfied with the service. I've had some issues with the alarm system and the customer support hasn't been helpful.
Customer",40,100064,-0.9630959808863606,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],50,100064,,,Accounts_and_Billing,Account Services,Alice Walker
"No, I've already made up my mind. I just want to cancel the service.
Customer",60,100064,-0.9590114014412825,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],70,100064,,,Accounts_and_Billing,Account Services,Alice Walker
"No, that's all. Thank you.
Customer",80,100064,0.3021851616006352,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],90,100064,,,Accounts_and_Billing,Account Services,Alice Walker
[],100,100064,,,Accounts_and_Billing,Account Services,Alice Walker
[],110,100064,,,Accounts_and_Billing,Account Services,Alice Walker
